name,sub_category,ratings,no_of_ratings,discount_price,actual_price,discount_percentage,discount_percentage_original
Octavius Gold Instant Coffee Refill Pouch | Black Coffee Powder for Weight Loss -100gms (Pack of 3) |,"Coffee, Tea & Beverages",4.0,15,549.0,870.0,36.9,36.896551724137936
"Illy Blend 100% Arabica Espresso Medium Roasted Ground Coffee, 250g","Coffee, Tea & Beverages",4.7,7,1598.0,1675.0,4.6,4.597014925373134
"Black Kult Roasted Coffee Beans- 1Kg, 100% Pure n Natural Whole Beans, Freshly Roasted - Dark Roast","Coffee, Tea & Beverages",4.2,77,500.0,600.0,16.7,16.666666666666664
PNC Quality bazar Mulethi Stick Licorice Root Yashtimadhu Sweet Troot for throat (500g),"Coffee, Tea & Beverages",3.0,2,350.0,500.0,30.0,30.0
Summer Solstice Muscatel Darjeeling Black Tea Tin Caddy Pack of 100 Gram,"Coffee, Tea & Beverages",4.2,7,571.0,745.0,23.4,23.355704697986575
"Leo Coffee Special Peaberry, Freshly Ground Filter Coffee Powder, 250g (Coarse Grind)","Coffee, Tea & Beverages",3.1,3,150.0,160.0,6.2,6.25
"WILLIAMS WINE Passion Fruit Drink (Golden Passion), 750 ml","Coffee, Tea & Beverages",3.0,1,899.0,999.0,10.0,10.01001001001001
"Brewkart Bubble Gum Flavoured Bar Syrup, 750ml Bottle | Comes With Dispenser Pump | Made With Real Juices | Suitable for C...","Coffee, Tea & Beverages",2.0,1,499.0,799.0,37.5,37.546933667083856
COMBO - Girnar Royal Cup Tea (500g Pouch) & Girnar Detox Green Tea - Desi Kahwa (36 Tea Bags),"Coffee, Tea & Beverages",4.2,10,582.0,610.0,4.6,4.590163934426229
"Colombian Brew Hazelnut Café Latte, Instant Coffee Powder Pre-mix (3 in 1) 1kg","Coffee, Tea & Beverages",3.5,16,840.0,1200.0,30.0,30.0
Chamraj Elachi Tea,"Coffee, Tea & Beverages",4.0,23,150.0,160.0,6.2,6.25
Melosa Lemon Tea 20 Sachets,"Coffee, Tea & Beverages",4.0,5,249.0,290.0,14.1,14.13793103448276
Okayti Darjeeling Golden Orange Pekoe Black Tea 250 Gm (Pack of 1) | 100% Organic Single Estate Whole Leaf Black Tea | Hel...,"Coffee, Tea & Beverages",3.0,1,400.0,465.0,14.0,13.978494623655912
"andMe Spearmint Tea for Reducing Facial Hair, Acne, Women Wellness, Period Pain (Pack of 1, 15 Tea Bags)","Coffee, Tea & Beverages",4.3,7,299.0,499.0,40.1,40.08016032064128
"Santhigram Nature Naruneendi | Nanari | Indian Sarsaparilla Syrup, Immunity Booster","Coffee, Tea & Beverages",3.3,7,299.0,399.0,25.1,25.062656641604008
nespresso Master Origin Colombia Capsule - 10 Capsules,"Coffee, Tea & Beverages",4.2,11,900.0,1100.0,18.2,18.181818181818183
Neotea Banyan Leaf Powder 300 G,"Coffee, Tea & Beverages",3.9,5,299.0,674.0,55.6,55.637982195845694
"Twinings English Breakfast Tea, 50 g","Coffee, Tea & Beverages",4.3,223,399.0,545.0,26.8,26.788990825688074
BLUE TEA - Chamomile 30g - Lavender 30g - Jasmine 30g - COMBO PACK - Herbal Tea - Caffeine free - Non GMO - Food grade Pet...,"Coffee, Tea & Beverages",1.0,2,674.0,999.0,32.5,32.532532532532535
JIA Green Tea Lemongrass flavor Loose leaves 250 gms,"Coffee, Tea & Beverages",3.7,37,295.0,399.0,26.1,26.065162907268167
Alicafe Gold Instant No Sugar Black Coffee -40 Sachets 100 g,"Coffee, Tea & Beverages",4.9,11,1689.0,2499.0,32.4,32.41296518607443
Typhoo Chamomile 20 Tea Bags - Pack of 2,"Coffee, Tea & Beverages",4.7,16,365.0,420.0,13.1,13.095238095238097
Tejdeep Cardamom Elaichi Flavour Instant Tea Premix 1kg x 2 |Tea premix for vending machine|Ready to drink tea,"Coffee, Tea & Beverages",4.4,20,825.0,850.0,2.9,2.941176470588235
"Dophie Rosemary leaves 100gm[pack-1] Dried Rosemary Leaves for Tea, & Seasonings,Spices Blends for Grilling and Cooking, P...","Coffee, Tea & Beverages",4.0,2,200.0,250.0,20.0,20.0
Prifo Beetroot Milk Mix - Added delicious with Rich Dry Fruits Almonds and Cashews | Hot & Cold mix | Plant based high Fib...,"Coffee, Tea & Beverages",4.1,7,385.0,399.0,3.5,3.508771929824561
BLUE TEA - Butterfly Pea Cardamom Herbal Tea - 30 Pyramid Tea Bags | Premium Zipper Pack | Caffeine Free Herbal Tea | 60 Gram,"Coffee, Tea & Beverages",5.0,1,328.0,599.0,45.2,45.24207011686144
TWEAK LEMON TEA 1 KG PACKET,"Coffee, Tea & Beverages",3.9,8,335.0,350.0,4.3,4.285714285714286
B Naturall Instant Chicory Root Powder - 500 GM by B Natruall,"Coffee, Tea & Beverages",4.2,9,299.0,551.0,45.7,45.73502722323049
"Nirvasa Electrify Tablets with Vitamin-C (65 mg) & Zinc (10 mg) | For Men & Women | Boosts Immunity, Energy, Skin Health 2...","Coffee, Tea & Beverages",3.9,109,301.0,699.0,56.9,56.938483547925614
"Udyan Tea Moroccan Mint Green Tea, 100g (40 Cups) | Pure, Refreshing Green Tea Blend with Spearmint Leaves","Coffee, Tea & Beverages",4.1,68,389.0,449.0,13.4,13.3630289532294
"Rosario Yerba Mate tea 100g Best for Stress, Weight loss & Sleep | Relaxation Tea (100gms)","Coffee, Tea & Beverages",1.5,2,350.0,499.0,29.9,29.859719438877757
Jeevan Ras Patharchur Herbal Juice (500 ml),"Coffee, Tea & Beverages",3.8,283,245.0,250.0,2.0,2.0
Zenzi Sparkling Water - Watermelon Mint Pack of 4 (350ml Each) | 100% Natural Unsweetened Soda Water | Zero Sugar & Zero C...,"Coffee, Tea & Beverages",3.7,41,209.0,240.0,12.9,12.916666666666668
Brewkart Lemon Juice Concentrate 1500 ml (250 ml x 6),"Coffee, Tea & Beverages",4.1,10,540.0,594.0,9.1,9.090909090909092
Café N Tea 100% Natural Instant Coffee Premix - 1kg [80 Cups],"Coffee, Tea & Beverages",3.8,67,470.0,490.0,4.1,4.081632653061225
Mogu Mogu Strawberry and Grape Juice 25% with NATA De Coco | Energy Booster Drink | Full of Fruit Fibres | No Added Preser...,"Coffee, Tea & Beverages",3.7,14,400.0,420.0,4.8,4.761904761904762
"Alicafe 5 in 1 Instant Coffee, 400g","Coffee, Tea & Beverages",3.5,8,1325.0,2499.0,47.0,46.97879151660664
Online Quality Store Organic Rose Flower Tea - 100g | Pure Persian Rose Petals | Caffeine Free Herbal Tea | Use for Iced T...,"Coffee, Tea & Beverages",3.8,35,209.0,300.0,30.3,30.333333333333336
"Grenera Moringa Lemon Ginger Infusion Tea 20 Bags | Caffeine Free, Staple Free, Made With naturally Grown Moringa Leaves","Coffee, Tea & Beverages",4.1,80,165.0,175.0,5.7,5.714285714285714
AV's Brew Works 80/20 Ground n Filter Coffee (500g),"Coffee, Tea & Beverages",4.0,31,270.0,300.0,10.0,10.0
"Tata Tea - Gold Leaf, 250g","Coffee, Tea & Beverages",4.4,144,155.0,165.0,6.1,6.0606060606060606
"Twinings Pure Camomile Tea, 20 Tea Bags, 30g (Pack of 2)","Coffee, Tea & Beverages",3.6,7,1687.99,1999.0,15.6,15.558279139569784
Dongsuh brown rice green tea 100 teabags,"Coffee, Tea & Beverages",4.4,8,650.0,770.0,15.6,15.584415584415584
RCM Jiyo Popular Tea - 500 Grams (Pack of 2),"Coffee, Tea & Beverages",4.0,7,577.0,699.0,17.5,17.453505007153076
"Neotea Dried Korai Kilangu / Purple Nut Sedge / Nut Grass Root, 250 G","Coffee, Tea & Beverages",5.0,3,499.0,649.0,23.1,23.112480739599384
The Tea Trove Skin Magic Herbal Tea | Helps Skin Detox for Rich Clear Glowing Skin | Steep as Hot Skin Detox Tea or Iced A...,"Coffee, Tea & Beverages",3.9,20,249.0,275.0,9.5,9.454545454545455
"Maltova Drink - Choco Caramel, 500g Carton","Coffee, Tea & Beverages",4.2,7,279.0,280.0,0.4,0.35714285714285715
Coffee People Premium Authentic 100% ‘A’ grade Arabica Blend Filter coffee decoction Liquid from Chikkamagaluru |No Robust...,"Coffee, Tea & Beverages",3.5,105,249.0,258.0,3.5,3.488372093023256
Ecomil Organic Almond Milk Classic 1 L,"Coffee, Tea & Beverages",5.0,1,1150.0,1250.0,8.0,8.0
Alo Frut Kiwi Aloevera Juice 150 ml (Pack of 60) - 1 Case | Fruit Juice Mai Aloevera Pulp | Healthy Hai Isme Aloevera Hai...,"Coffee, Tea & Beverages",4.0,25,1180.0,1200.0,1.7,1.6666666666666667
"Beanies|Instant Flavoured Coffee |Double Chocolate 50g, Creamy Caramel 50g, Nutty Hazelnut 50g|Low Calorie, Sugar Free|Pac...","Coffee, Tea & Beverages",4.7,4,1485.0,2697.0,44.9,44.938820912124584
Café N Tea Lemon Ice Tea Powder - 1kg [62 glasses],"Coffee, Tea & Beverages",3.9,10,350.0,380.0,7.9,7.894736842105263
"Woodi Peck’s Bag 100% Pure Coffee Powder ""Plush"" 250Gms.","Coffee, Tea & Beverages",3.9,44,285.0,300.0,5.0,5.0
MERI CHAI Health Premium Tea 500 gm Jar (Blend of Darjeeling and Assam CTC Tea),"Coffee, Tea & Beverages",4.0,21,231.0,280.0,17.5,17.5
"Sorich Organics Tulsi Green Tea - Detox Tea, Calming Tea, Relieves Anxiety and Stress - 200 Gm","Coffee, Tea & Beverages",4.4,30,322.0,460.0,30.0,30.0
Bakefat India Vanilla Frappe Powder/Coffee Thickener Powder-250gm,"Coffee, Tea & Beverages",4.3,13,299.0,399.0,25.1,25.062656641604008
"The Tea Ark Detox Desi Kahwa Green Tea, Herbs & Rock Salt | Natural Body Cleanse, Immunity Booster & Weight Management for...","Coffee, Tea & Beverages",4.0,11,354.0,499.0,29.1,29.058116232464933
"Chamong Darjeeling Tea Pack - Staple-Free, Regular Tea Bags, Refreshing, Organic Tea for De-Stressing, Restoring Energy | ...","Coffee, Tea & Beverages",4.3,27,390.0,430.0,9.3,9.30232558139535
The Tea Trove Organic Weight Loss Herbal Tea for Increasing Metabolism and Slimming | Steep as Hot Herbal Weight Loss Tea ...,"Coffee, Tea & Beverages",3.7,187,271.0,275.0,1.5,1.4545454545454546
"Atlantis 3 in 1 Instant Coffee Plus Premix ( Milk, Coffee and Sugar) 5 Kg for Vending Machines","Coffee, Tea & Beverages",3.1,6,1850.0,2425.0,23.7,23.711340206185564
"Country Time Juice Power Lemonade, 538g","Coffee, Tea & Beverages",4.2,10,799.0,1099.0,27.3,27.2975432211101
"Golden Tips Kashmiri Kahwa Green Tea Blended with Cinnamon Sticks and Cardamom Loose Leaves Brocade Bag (200 Gram , 100 cups)","Coffee, Tea & Beverages",4.1,72,537.0,565.0,5.0,4.95575221238938
S.K. Pharmaceuticals Ginger and Garlic Ras Ginger and Garlic Juice (Sugar Free) - 200 ml,"Coffee, Tea & Beverages",4.3,5,339.0,380.0,10.8,10.789473684210527
Teamonk High Mountain Kashmiri Kahwa Green Tea - 50 Biodegradable Pyramid Tea Bags Filled With Whole Loose Leaves,"Coffee, Tea & Beverages",4.0,161,641.0,750.0,14.5,14.533333333333335
Sharma Coffee Powder - The Taste of Coorg Robusta 40% and Arabica 60% Premium Blended with 20% Chicory Medium Roasted Rich...,"Coffee, Tea & Beverages",5.0,5,299.0,353.0,15.3,15.29745042492918
"JEEVAN RAS Aloevera & Amla Herbal Juice, Multicolour, 1 l","Coffee, Tea & Beverages",4.3,144,280.0,300.0,6.7,6.666666666666667
"Vedyaz Organic Pure Spearmint Herbal Tea Leaves 50 gm - 100% Natural, Rich in antioxidants for PCOD/PCOS, Hormonal imbalan...","Coffee, Tea & Beverages",4.4,17,199.05,249.0,20.1,20.060240963855417
"The Indian Chai - Moringa Wellness Tea 100g with Amla, Tulsi, Peppermint, Ginger etc for Detox, Boosts Energy, Helps Remov...","Coffee, Tea & Beverages",4.5,45,360.0,450.0,20.0,20.0
"Typhoo Lime and Lemon Flavoured Tea, 25 Tea Bags (Pack of 2)","Coffee, Tea & Beverages",3.7,27,295.0,420.0,29.8,29.761904761904763
"SCORLIFE MARKETING Red Aloevera Juice Immunity Booster, Reduce Face Marks, Sugar Free (500 ml)","Coffee, Tea & Beverages",5.0,2,510.0,795.0,35.8,35.84905660377358
"Spice Drop Cardamom, Chai Masala (Tea Masala), Lemongrass 100% Natural Extract - Tea, Coffee, Cooking, Baking, Dessert | R...","Coffee, Tea & Beverages",4.4,425,900.0,1999.0,55.0,54.97748874437218
Aveon Cafe Royale 50 Gram,"Coffee, Tea & Beverages",4.2,86,179.0,199.0,10.1,10.050251256281408
Santhigram nature Birds Eye Chilli + Amla | Nellika Kanthari | Immunity Booster | Spicy Drink 1200g,"Coffee, Tea & Beverages",3.0,2,400.0,499.0,19.8,19.839679358717436
kudos 100% Herbal Active Slim Tea (2G X 30 Tea Bags),"Coffee, Tea & Beverages",3.6,70,425.0,450.0,5.6,5.555555555555555
The Thar Food Pure & Natural Goat Milk Powder| Freeze Dried Everyday Milk Powder| Taste of Milk in Fresh Grounded Powder |...,"Coffee, Tea & Beverages",3.0,2,310.0,390.0,20.5,20.51282051282051
Toffee Coffee Roasters | Mysore Nuggets Coffee| 100% Arabica | Dark Roast| Size: 250 gm | Grind: Frenchpress | Coffee Note...,"Coffee, Tea & Beverages",3.1,20,378.0,630.0,40.0,40.0
Amrutanjan Rehydration Family Orange Kit [Pack of 24],"Coffee, Tea & Beverages",4.5,10,1140.0,1300.0,12.3,12.307692307692308
"BLUE TEA - Chamomile Rose Tea - Premium 18 Tea Bag || RELAX TEA || Relieving Anxiety and Calming Tea | Nourishing, Hydrati...","Coffee, Tea & Beverages",4.1,31,237.0,499.0,52.5,52.505010020040075
Switten Raspberry Sugar Free Syrup 750ml Keto Friendly I Zero Carb,"Coffee, Tea & Beverages",2.7,8,260.0,330.0,21.2,21.21212121212121
EKAIKA - Arjun Bark Tea Combo | Pack of 2 | 150g Each | Herbal Tea For Heart Health | Terminalia Arjuna | Arjun Ki Chaal |...,"Coffee, Tea & Beverages",4.4,2,579.0,798.0,27.4,27.44360902255639
Teacurry Anti-Smoking Tea (1 Month Pack | 30 Teabags) - Helps In Quitting Smoking & Cleanse Lungs After Smoking,"Coffee, Tea & Beverages",5.0,1,729.0,899.0,18.9,18.909899888765295
Cola ChefsNeed Coca-Cola Vanilla Flavour 320ml Each (Pack of 12 Cans X 330ml),"Coffee, Tea & Beverages",3.5,9,1570.0,2499.0,37.2,37.1748699479792
Arka All Natural Kahwa Detox Kokum Ginger Tea with Ashwagandha (30 sachets in Pouch),"Coffee, Tea & Beverages",5.0,2,360.0,400.0,10.0,10.0
"TGL Co. The Good Life Company Bombay Cutting Chai Tea Black Tea (100 Grams) with Black CTC Tea, Ginger, Cardamom Ginger","Coffee, Tea & Beverages",3.7,17,247.0,299.0,17.4,17.391304347826086
Monster Energy 350 ml,"Coffee, Tea & Beverages",4.3,276,124.0,125.0,0.8,0.8
Krishna's Herbal & Ayurveda Amla Special High Fibre Juice |Natural Immunity Booster | Rich in Vitamin C - 1000 ml (Pack of 2),"Coffee, Tea & Beverages",4.7,12,495.0,500.0,1.0,1.0
McLeod Russel 1869 – Choco Chai Latte | 100g | Garden Fresh CTC Black Tea | With Cacao Nibs and Chocolate Extracts | Loose...,"Coffee, Tea & Beverages",5.0,1,342.0,399.0,14.3,14.285714285714285
Cafe Paraiso- Caramel Coffee Powder (60g) | Arabica Coffee Beans Powder | No Added Sugar | Vegan| Instant Coffee Mix | Fla...,"Coffee, Tea & Beverages",3.8,79,299.0,330.0,9.4,9.393939393939393
"Twinings Earl Grey Tea Light Flavour Tin, 200g","Coffee, Tea & Beverages",4.5,3,1725.0,1999.0,13.7,13.706853426713355
"Protinex Vanilla Delight - 400 g & Health And Nutritional Drink Mix For Adults with High protein & 10 Immuno Nutrients, Ta...","Coffee, Tea & Beverages",4.1,9,940.0,998.0,5.8,5.811623246492986
"Goodricke Darjeeling Combo - Thurbo Darjeeling Tea (100g), Castleton Vintage Darjeeling Tea (100g), Roasted Darjeeling Tea...","Coffee, Tea & Beverages",4.0,10,532.0,560.0,5.0,5.0
Mogu Mogu Juice 25% with NATA De Coco 300 ml (Pack of 12) (Mango),"Coffee, Tea & Beverages",4.3,10,799.0,899.0,11.1,11.123470522803114
Zenzi Sparkling Water - Watermelon Mint Pack of 4 (350ml Each) | 100% Natural Unsweetened Soda Water | Zero Sugar & Zero C...,"Coffee, Tea & Beverages",3.7,41,209.0,240.0,12.9,12.916666666666668
Mogu Mogu Strawberry and Mango Juice 25% with NATA De Coco | Energy Booster Drink | Full of Fruit Fibres | No Added Preser...,"Coffee, Tea & Beverages",4.3,5,399.0,420.0,5.0,5.0
"The Tea Shelf - Mint Matcha Green Tea | 100% Authentic | Flavourful Superfood | Sourced from Shizouka Region, Japan - 30gm...","Coffee, Tea & Beverages",3.0,1,598.0,745.0,19.7,19.731543624161073
Atlantis Dairy Whitener Plain - 1 kg,"Coffee, Tea & Beverages",3.5,3,275.0,335.0,17.9,17.91044776119403
"NatureVit Soya Milk Powder, 300g [Vanilla Flavour] [Vegan, Non-GMO & 25% Protein]","Coffee, Tea & Beverages",3.9,52,275.0,400.0,31.2,31.25
18 Herbs Organics Health with Herbs Premium Green Tea (50 Tea Bags - 68 gram - Tin Caddy - Pack of 1) Green Tea Cut Leaves...,"Coffee, Tea & Beverages",4.0,33,270.0,300.0,10.0,10.0
"Udyan Tea Himalayan Mist White Tea, 100 Gm (40 Cups), Fresh Loose Leaf White Tea for Healthy Glowing Skin","Coffee, Tea & Beverages",4.3,49,639.0,799.0,20.0,20.02503128911139
"B Naturall Pomegranate Powder | All Natural & Spray-Dried | Dry, No Added Sugars and Preservatives - 200 GM by B Naturall","Coffee, Tea & Beverages",3.1,18,444.0,581.0,23.6,23.580034423407916
"Kanz & Muhul Kashmiri Kahwa Leaves (200 Grm) Rich in Anti-Oxidants | Detox Green Tea | Helps improve Digestion, Immunity,...","Coffee, Tea & Beverages",4.1,20,179.0,370.0,51.6,51.621621621621614
Teamonk Anicca High Mountain Chamomile Green Tea - 50 Biodegradable Pyramid Tea Bags. Sleep Tea helps Relax and Reduce Ins...,"Coffee, Tea & Beverages",4.1,125,641.0,750.0,14.5,14.533333333333335
TIKKU Cold Coco Mix (Drinking Chocolate)100g x Pack of 4,"Coffee, Tea & Beverages",2.8,5,199.0,240.0,17.1,17.083333333333332
Octavius Classic Darjeeling Black Tea | Pure Darjeeling Tea | Black Tea | Premium Tea | Flavour Black Teabags | Enveloped ...,"Coffee, Tea & Beverages",3.9,9,272.0,300.0,9.3,9.333333333333334
"Twinings Pure Fennel Tea 20 Tea Bags, 40g (Pack of 2)","Coffee, Tea & Beverages",4.8,9,730.0,999.0,26.9,26.926926926926924
"Sprite, 250ml","Coffee, Tea & Beverages",4.2,66,19.0,20.0,5.0,5.0
"BRU Instant Coffee Sachet,Ground, 8g","Coffee, Tea & Beverages",4.0,7,8.0,10.0,20.0,20.0
"Starburst Zero Sugar All Pink Strawberry Singles to Go Drink Mix, 12.2g","Coffee, Tea & Beverages",3.4,3,364.99,475.0,23.2,23.159999999999997
"Golden Tips Full Leaf Pyramid Masala Chai Tea Bags (20 Bags, 40 Gram )","Coffee, Tea & Beverages",5.0,2,318.0,335.0,5.1,5.074626865671641
Sorich Organics Tulsi Herbal Tea - 100g - Detox Tea Pure Ayurvedic Herbs for Immunity and Cholesterol,"Coffee, Tea & Beverages",4.3,33,140.0,200.0,30.0,30.0
"Golden Super Premium Assam Mixed Tea, 1 Kg, Chai Patti for Strong Taste, Loose Tea Leaves, for Hot Tea, and Iced Tea","Coffee, Tea & Beverages",4.0,31,361.0,450.0,19.8,19.77777777777778
"Society Tea Instant Elaichi Tea Premix, 1kg - (Pack of 1)","Coffee, Tea & Beverages",3.9,109,469.0,500.0,6.2,6.2
"The Wandering Bean Beaten Dalgona Classic Coffee, Instant Coffee Paste 120g Jar Rich, Creamy and Frothy Beaten Coffee, Mak...","Coffee, Tea & Beverages",3.5,8,249.0,350.0,28.9,28.857142857142858
"Nutriciô Pro berry++ Multi Fruit juice, Antioxidant & Immunity Booster 1000ml, Truly Organic (Pack of 1)","Coffee, Tea & Beverages",5.0,2,2025.0,2499.0,19.0,18.967587034813928
Coffee People Premium Authentic 100% ‘A’ grade Arabica Blend Filter coffee decoction Liquid from Chikkamagaluru |No Robust...,"Coffee, Tea & Beverages",3.5,105,249.0,258.0,3.5,3.488372093023256
MyFam Coffee Powder / Kappi Podi for Black Coffee / KADUM KAPPI - 500gm,"Coffee, Tea & Beverages",4.0,29,368.0,500.0,26.4,26.400000000000002
Gurukul Kangri Pharmacy Chai,"Coffee, Tea & Beverages",4.0,146,140.0,200.0,30.0,30.0
Organic Natural Herb Arjun Ki Chaal | Arjun Chaal - 900 GM | Terminalia Arjuna Dry - अर्जुन की छाल,"Coffee, Tea & Beverages",3.8,91,379.0,499.0,24.0,24.04809619238477
MAPL Turmeric Juice|500 Ml | Kachi Haldi Cold Press Juice | Natural Ayurvedic Juice | Detox Boost |Immunity,"Coffee, Tea & Beverages",4.1,6,248.0,280.0,11.4,11.428571428571429
"Kanwal Shahi Kashmiri Qawah (Kahwa) Tea, 900 GM (300GMx3) Combo","Coffee, Tea & Beverages",4.5,2,1072.0,1080.0,0.7,0.7407407407407408
Costa Coffee Intense Dark Roast Instant Coffee With Finely Ground Beans 100g,"Coffee, Tea & Beverages",4.7,4,820.0,1399.0,41.4,41.386704789135095
"Nescafe Gold Double Choc Mocha - 2 Pack Pouch, 2 x 184 g","Coffee, Tea & Beverages",3.8,5,761.0,1800.0,57.7,57.72222222222222
Asom Cha Premium Gold Tea - 1kg [2x 500g] - Perfect blend of Assam CTC & Whole Leaf Tea - Kadak Chai Patti unique crafted ...,"Coffee, Tea & Beverages",4.3,6,399.0,500.0,20.2,20.200000000000003
TGL Co. Euphoria Original Premium Instant Coffee (100 gm) + Caramel Flavoured Instant Coffee (100 gm) | blend of Arabica &...,"Coffee, Tea & Beverages",5.0,1,646.0,788.0,18.0,18.02030456852792
"Starbucks Caramel Macchiato by NESCAFE Dolce Gusto Coffee Pods, Box of 12 Capsules, 127.8g (6 Serves)","Coffee, Tea & Beverages",4.2,33,1298.99,2499.0,48.0,48.01960784313725
"Karma Kettle Marrakech Authentic Moroccan Green Tea, Low Caffeine, High Antioxidants, with Spearmint - 25 Pyramid Teabags,...","Coffee, Tea & Beverages",4.4,15,320.0,400.0,20.0,20.0
"Dope Coffee Roasters Freshly Roasted Coffee, Kalledevarapura Estate (Commercial Espresso), 250 Gm (Pack of 1)","Coffee, Tea & Beverages",4.3,49,455.0,525.0,13.3,13.333333333333334
"SCORLIFE MARKETING Sea Buckthorn Juice (Himalayan Berry, Natural Source of Vitamin-C & Omega 3 6 7 9) (1000 ml)","Coffee, Tea & Beverages",3.9,35,825.0,1090.0,24.3,24.31192660550459
Vale Of Kashmir Kashmiri Tea Pink Noon Chai in Food Grade Jar | Salt Tea | Pink Tea 250 Gram | with Soda Powder Inside The...,"Coffee, Tea & Beverages",3.5,27,349.0,499.0,30.1,30.060120240480963
"Rootine Organics CLEANSE Powder For Healthy Digestion, Reduced Bloating, Overall Gut Health (100g)","Coffee, Tea & Beverages",5.0,6,447.0,450.0,0.7,0.6666666666666667
Vanalaya Lemongrass Green Tea (Detox Tea for Weight Loss & Stress Relief) 50gm,"Coffee, Tea & Beverages",4.2,20,225.0,299.0,24.7,24.74916387959866
Spice Sip - Natural Immunity Booster Wellness Tea for All Adults Kids - Turmeric Cinnamon Black Pepper Spices - Pack of 9...,"Coffee, Tea & Beverages",4.1,93,329.0,405.0,18.8,18.765432098765434
"TGL Co. The Good Life Company Little Buddha Green Tea (200 g) with Green Sencha Tea, Pineapple, Papaya, Liquorice, Sandalw...","Coffee, Tea & Beverages",4.3,33,1847.0,2396.0,22.9,22.913188647746242
The Indian Chai - Honey Lemon Ginseng Green Tea 100g,"Coffee, Tea & Beverages",4.1,82,350.0,450.0,22.2,22.22222222222222
"Botanical Sage- Lung Cleanse Tea 100g With free Tea Infuser | With Goodness of Mullein Leaves,burdock root, Tulsi, St. Joh...","Coffee, Tea & Beverages",5.0,1,648.0,799.0,18.9,18.89862327909887
"TEACURRY Eye Care Tea (30 Tea Bags, Pack of 1 Moth) - Helps with Eye Health, Vision, Power, Eyesight - Eye Care 100% - Tea...","Coffee, Tea & Beverages",4.5,2,619.0,799.0,22.5,22.528160200250312
Toffee Coffee Roasters | Cabernet Sauvignon Wine Barrel Aged Coffee | 100% Arabica | Freshly Roasted Fine Red Grapes and W...,"Coffee, Tea & Beverages",4.1,17,1019.0,1699.0,40.0,40.02354326074161
Tetley Super Detox with Selenium Green Tea with Mint 20 Bags,"Coffee, Tea & Beverages",4.4,52,645.0,899.0,28.3,28.25361512791991
SARAVANA GAMBODGE HORSEGRAM Herbal Juice( KODAMPULI KOLLUSARU) 500 ml,"Coffee, Tea & Beverages",3.5,3,359.0,375.0,4.3,4.266666666666667
Café N Tea 100% Natural Instant Cappuccino Coffee Powder - 1kg [80 cups] - Pack of 2,"Coffee, Tea & Beverages",3.6,6,999.0,1300.0,23.2,23.153846153846153
"Sharrets Liquid Vitamin d3 Cholecalciferol Oral Spray Supplement for Men Women 400 IU / Serving, 90ml","Coffee, Tea & Beverages",3.5,2,375.0,395.0,5.1,5.063291139240507
Himalayan Stocks Hojicha Tea 15 Tea Bags ( 2 gm each ) Sun Dried Low Caffeine Tea,"Coffee, Tea & Beverages",5.0,1,349.0,549.0,36.4,36.42987249544626
Nature's Bridge Falooda Mix Rose Flavour/ Instant Falooda Mix / Falooda Icecream / Falooda 12 Servings Pack- (400 Gm),"Coffee, Tea & Beverages",4.3,4,249.0,400.0,37.8,37.75
Scoopski Instant Hot Chocolate Powder | Real Chocolate Chunks inside | Gluten Free | 250gms | Makes 10-12 cups,"Coffee, Tea & Beverages",4.0,8,319.0,399.0,20.1,20.050125313283207
ORGANIC INDIA Tulsi Cinnamon Giloy 25 Tea Bags (Pack of 3),"Coffee, Tea & Beverages",3.7,6,527.71,552.0,4.4,4.400362318840574
Dxn Lemonzhi Powder (500 gm),"Coffee, Tea & Beverages",4.3,19,480.0,570.0,15.8,15.789473684210526
"Nespresso Vertuoline Assortment Pack of 3, 10 Count, Total 30","Coffee, Tea & Beverages",4.8,50629,6400.0,12000.0,46.7,46.666666666666664
Yogi Green Tea Kombucha 16 Tea Bags 32 g,"Coffee, Tea & Beverages",4.0,4,900.0,1833.0,50.9,50.90016366612111
Stoked Kombucha - Orange Basil Kombucha 200 ml (Pack of 6) | Fizzy Fermented Tea | Probiotic Drink,"Coffee, Tea & Beverages",4.6,7,720.0,900.0,20.0,20.0
"D'aromas Sugarfree Premix Coffee Powder 1kg , Instant Sugarless Premix Coffee , Ready to Drink Coffee for Vending Machine.","Coffee, Tea & Beverages",2.5,2,578.0,800.0,27.8,27.750000000000004
"Coca-Cola Zero Sugar, No Calories Soft Drink Can, 300 ml (Pack of 6)","Coffee, Tea & Beverages",4.0,150,240.0,250.0,4.0,4.0
"Leo Coffee House Blend Coffee, 100% Pure Filter Coffee Powder, 250g, Pack of 1 (Whole Bean)","Coffee, Tea & Beverages",3.0,9,140.0,152.0,7.9,7.894736842105263
Grandmas Fresh Grape Squash 500ml - Pack of 4 | 100% Natural Fruit Pulp,"Coffee, Tea & Beverages",4.4,7,580.0,640.0,9.4,9.375
"Fruittella Combo Pack With Fruit Juice, Strwaberry, Orange, Grape, Strawberry Banana, Gelatin Free 32g Each Pack Of 4","Coffee, Tea & Beverages",2.1,2,499.0,699.0,28.6,28.612303290414882
Nutriorg Amla & Wheat Grass Juice - 500 ml | Company Own Farmlands | Immunity Booster | Detoxification,"Coffee, Tea & Beverages",4.3,21,599.0,748.0,19.9,19.919786096256683
