name,sub_category,ratings,no_of_ratings,discount_price,actual_price,discount_percentage,discount_percentage_original
"Agile Organic Whole Cranberry 500g - Cranberries Dry Fruit | Antioxidant Rich, Non-GMO, Gluten Free & Vegan | Healthy Snack",All Grocery & Gourmet Foods,4.3,607,568.0,650.0,12.6,12.615384615384615
"Taj Mahal Spicy Ginger Tea Bags, 25 Pieces",All Grocery & Gourmet Foods,4.4,115,189.0,199.0,5.0,5.025125628140704
"Sprig Roasted Chilli Oil |Crafted with real Bydagi Chilies| No artificial colours, flavor, additives or preservatives | Ve...",All Grocery & Gourmet Foods,4.4,566,379.0,399.0,5.0,5.012531328320802
"Tong Garden Sunflower BBQ Seeds, 30g, Pack of 12",All Grocery & Gourmet Foods,4.5,455,355.0,360.0,1.4,1.3888888888888888
"HERBALIFE Afresh Energy Drink - Cinnamon Flavor & Tulsi Flavor For Weight Loss Energy Drink  (50 g, Cinnamon, Tulsi Flavored)",All Grocery & Gourmet Foods,3.9,19,1048.0,1696.0,38.2,38.20754716981132
Tosca Muso Gold Chocolate- Gold Chocolate Truffles- Center Filled Milk Chocolate (60 pcs in a Box),All Grocery & Gourmet Foods,3.6,719,229.0,299.0,23.4,23.411371237458194
TE-A-ME Unwind Pure Chamomile | Herbal Infusion Tea | Chamomile Flowers | Subtle & Flowery | Light & Gentle Taste | Stres...,All Grocery & Gourmet Foods,4.3,126,529.0,700.0,24.4,24.428571428571427
SFT Fennel Seeds Big (Saunf) 200 Gm,All Grocery & Gourmet Foods,3.9,536,161.0,245.0,34.3,34.285714285714285
Pro Nature Organic Cold Pressed Sunflower Oil 1 Liter,All Grocery & Gourmet Foods,4.3,20,460.0,479.0,4.0,3.966597077244259
LuvIt Goodies Chocolates Assorted Gift Pack | Diwali Chocolate Gift Set | Best Gift Box for Diwali Celebration | Multipack...,All Grocery & Gourmet Foods,4.2,859,499.0,700.0,28.7,28.714285714285715
Manna iStrong | Chocolate Flavoured Multi Grain Energy Drink 200g (Pack of 2) | Clinically Proven to Tackle Anemia in 90 D...,All Grocery & Gourmet Foods,4.2,79,189.0,298.0,36.6,36.577181208053695
"Malikaz' The Royale Taste Dry Whole Red Chilli | Lal Mirch Pouch, 100 g | Fiery | 100% Natural | No Additives | Easy to ad...",All Grocery & Gourmet Foods,4.1,85,109.0,159.0,31.4,31.446540880503143
"Nourcery Pizza & Pasta Seasoning Mix, 400g (Oregano Seasoning)",All Grocery & Gourmet Foods,4.1,70,249.0,448.0,44.4,44.419642857142854
First Bud Organics - Homemade Mango Pickle (350g) | Secret Rajasthani Recipe | Dry and Spicy Pickle | 100% Natural Ingredi...,All Grocery & Gourmet Foods,4.0,376,275.0,399.0,31.1,31.07769423558897
"Nongshim Shin Kimchi Instant Noodle Cup, 2.65 oz / 75 g",All Grocery & Gourmet Foods,3.8,440,103.0,109.0,5.5,5.5045871559633035
"LB RAY 100% Sugar-Free Meetha Paan Mukhwas, After Meal Snack, Mouth Freshener- Made with Natural Plant Sweetener Stevia (1...",All Grocery & Gourmet Foods,4.0,37,278.0,299.0,7.0,7.023411371237458
"Tata Sampann Multi Dal Chilla Mix, 180g",All Grocery & Gourmet Foods,4.3,88,69.8,70.0,0.3,0.2857142857142898
"Coco Mama Coconut Water Tetrapak, 250 ml",All Grocery & Gourmet Foods,3.4,884,37.0,50.0,26.0,26.0
"Barilla Pasta Linguine Durum Wheat, 500g",All Grocery & Gourmet Foods,4.4,331,199.0,329.0,39.5,39.51367781155015
"CAPILANO Honey, 500 g",All Grocery & Gourmet Foods,4.3,152,770.0,950.0,18.9,18.947368421052634
"Top Ramen Cup Noodles Italiano, 70g",All Grocery & Gourmet Foods,3.9,518,41.0,50.0,18.0,18.0
KWALITY Fruitrings Mixed Fruit Flavor Loops High Vitamins content | Crunchy Multigrain Breakfast Cereal for Kids 375g [Pac...,All Grocery & Gourmet Foods,4.0,70,149.0,199.0,25.1,25.125628140703515
"Doctor'S Best High Absorption Chelated Magnesium - 100 Mg, 120 Tablets",All Grocery & Gourmet Foods,4.3,307,1954.0,4999.0,60.9,60.91218243648729
Kapiva Pure Wild Honey | Maximum Health and Nutrition | 100% Naturally Sourced | No Added Sugar or Jaggery (250g),All Grocery & Gourmet Foods,3.6,331,299.0,349.0,14.3,14.326647564469914
Jaiitun Namak (Olive Salt) | Natural & Pure -(100 gram),All Grocery & Gourmet Foods,4.4,25,461.0,599.0,23.0,23.03839732888147
Nature Purify Dried Apricot | Khumani | Badam BOR Soft (250),All Grocery & Gourmet Foods,5.0,1,146.0,399.0,63.4,63.40852130325815
Maanki Chaat Papdi Bhel Puri/ Chat Puri/Chat Papdi/Sev Puri(Papdi) 200 Grams,All Grocery & Gourmet Foods,4.1,74,130.0,299.0,56.5,56.52173913043478
"Indiana Pop Corn Kernels | Popcorn | Popcorn Seeds, Popcorn Kernel - 1kg",All Grocery & Gourmet Foods,4.2,549,188.0,350.0,46.3,46.285714285714285
ice breaker Wintergreen - Sugar Free Mints from USA - 42g,All Grocery & Gourmet Foods,4.0,288,220.0,250.0,12.0,12.0
Spraymintt Mouth Freshener - Pack of 2 (Ice Mint- 15g) and Spraymint Mouth Freshener (Elaichi- 15g),All Grocery & Gourmet Foods,3.9,1572,190.0,198.0,4.0,4.040404040404041
"Nestle Nescafe Gold 190gm - Pack of Two (Glass Bottle, Ground, Original Flavor)",All Grocery & Gourmet Foods,4.5,899,1680.0,2500.0,32.8,32.800000000000004
"Sorich Organics Ceylon Cinnamon Powder 100gm | Cinnamon Powder For Weight Loss, Face | Dalchini Powder 100g | Organic SriL...",All Grocery & Gourmet Foods,4.2,167,175.0,275.0,36.4,36.36363636363637
"COCON Pudding 6CUP 480G, Multicolor, 480 g (Pack of 1)",All Grocery & Gourmet Foods,4.3,119,230.0,250.0,8.0,8.0
Lindt Lindor Assorted Truffles 200g Pack Of 1 (Ideal Gift For Cristmas & New Year),All Grocery & Gourmet Foods,3.7,172,599.0,800.0,25.1,25.124999999999996
"Dry Fruit Hub Medjoul Dates 1kg, Pack Of 2 Each 500g Medjool Khajoor, Jumbo Medjoul dates Dates Dry Fruits, Medjool Khajur",All Grocery & Gourmet Foods,4.1,119,1368.0,1900.0,28.0,28.000000000000004
BASIC AYURVEDA Olive Salt (Jaitun Ka Namak Zaitoon) 50g | Certified Organic 100% Natural & Pure Herbs | Ayurvedic Suppleme...,All Grocery & Gourmet Foods,3.6,90,290.0,300.0,3.3,3.3333333333333335
"Raw Pressery Lactose Free Skimmed Milk, 1 Litre",All Grocery & Gourmet Foods,4.0,20,148.0,175.0,15.4,15.428571428571427
"Gatorade Sports Drink - Orange Flavor, 500ml Bottle",All Grocery & Gourmet Foods,4.3,507,47.0,50.0,6.0,6.0
"Cadbury Choclairs Gold 117 Candies, 725.4g Jar",All Grocery & Gourmet Foods,4.2,295,399.0,400.0,0.2,0.25
"Samyang Vegetarian Kimchi Ramen, 5 X 120 g",All Grocery & Gourmet Foods,4.1,514,510.0,600.0,15.0,15.0
"Tomezza® Tomato Ketchup Sachet , Pack of 100 (8g Each)",All Grocery & Gourmet Foods,3.7,40,194.0,300.0,35.3,35.333333333333336
Dr Trust Organic Raw Unfiltered Apple Cider Vinegar with Mother - 750 ml (Pack of 2),All Grocery & Gourmet Foods,4.1,406,399.0,1598.0,75.0,75.03128911138923
Nutraj Special Walnut Kernels 250g - Vacuum Pack Without Shell Walnut Kernels | Dry Fruits | Akhroth Giri | Unsalted | for...,All Grocery & Gourmet Foods,4.0,691,417.0,549.0,24.0,24.043715846994534
"The Better Flour Value Saver Combo, Vegan Low Carb Flour | Contains Plant Based Proteins | Gluten Free Protein Rich Multip...",All Grocery & Gourmet Foods,4.3,7,695.0,819.0,15.1,15.14041514041514
Edible Sparkle Colourshine Food Colouring Set of 10 Vibrant Liquid Food Colours | Food Colour for Cake Decor | Food Colour...,All Grocery & Gourmet Foods,4.1,39,238.0,320.0,25.6,25.624999999999996
Zone Marketing Organic Palm Sugar Crystals / Panag Kalkandu 1kg,All Grocery & Gourmet Foods,4.0,88,250.0,500.0,50.0,50.0
"Aachi Coriander Powder, 100g",All Grocery & Gourmet Foods,4.2,109,119.0,129.0,7.8,7.751937984496124
Figaro Olive Oil - 100ml Bottle,All Grocery & Gourmet Foods,4.4,54,150.0,179.0,16.2,16.201117318435752
VS Mani & Co Molaga Podi - South Indian Style Chutney for Idli and Dosa (150 Grams),All Grocery & Gourmet Foods,4.2,21,149.0,175.0,14.9,14.857142857142858
Indiana Xanthan Gum Powder Gluten-Free / Vegan Thickening (200gm),All Grocery & Gourmet Foods,4.3,28,175.0,700.0,75.0,75.0
"Exotes Popular Almonds Vacuum Pouch, 250 g",All Grocery & Gourmet Foods,5.0,1,193.0,500.0,61.4,61.4
"Nutella Chocolate Hazelnut Spread, 350 g",All Grocery & Gourmet Foods,4.1,50,362.0,599.0,39.6,39.565943238731215
"Veeba Garlic Mayonnaise, 250g",All Grocery & Gourmet Foods,4.3,934,87.0,89.0,2.2,2.247191011235955
Indomie Instant Noodles Chicken Flavour-Pack of 20,All Grocery & Gourmet Foods,4.3,97,555.0,580.0,4.3,4.310344827586207
Nutty Yogi Ragi Chips | Healthy and tasty | Crunchy | 100gm (Pack of 2),All Grocery & Gourmet Foods,4.1,301,175.0,258.0,32.2,32.17054263565892
Virgo White Sugar Sachet 5g x 200nos | Sugar,All Grocery & Gourmet Foods,3.9,18,115.0,350.0,67.1,67.14285714285714
"mCaffeine Deep Pore Cleansing Regime | Deep Cleanse, Tan Removal, Blackheads Removal | Face Wash, Face Mask, Face Scrub | ...",All Grocery & Gourmet Foods,4.2,1307,999.0,1273.0,21.5,21.52395915161037
"TGL Co. The Good Life Company 100% Natural Immunity Boosting Green Tea Sampler Tea Gift, 10 Pyramid Tea Bags of 10 Differe...",All Grocery & Gourmet Foods,4.4,515,165.0,200.0,17.5,17.5
RENTIO Super Desi unpolished Toor dal/Arhar dal - 5kg,All Grocery & Gourmet Foods,4.1,45,900.0,950.0,5.3,5.263157894736842
"Tea Treasure Spearmint Herbal Infusion, Antioxidants Rich Refreshing Tea, 18 Pyramid Bags",All Grocery & Gourmet Foods,4.3,556,175.0,299.0,41.5,41.47157190635451
OBLIQ Memory Foam Chair Cushion for Back Pain Relief Orthopedic Lumbar Support Backrest Pillow for Office Chairs & Cars (B...,All Grocery & Gourmet Foods,4.2,1533,1099.0,2999.0,63.4,63.354451483827944
MORDE DARK COMPOUND - 500 g (Combo Pack of 2),All Grocery & Gourmet Foods,4.3,387,300.0,490.0,38.8,38.775510204081634
"The Whole Truth Dark Chocolate - Hazelnut | Pack of 2 x80g | No Added Sugar | Sweetened Only with Dates | 47% Cocoa, 38% D...",All Grocery & Gourmet Foods,4.4,59,473.0,498.0,5.0,5.020080321285141
EAT BETTER CO - Better Laddoos - Peanut & Chocolate - Delicious Sugar-Free Laddoos | Energy-Bar Replacement | Dry-Fruit La...,All Grocery & Gourmet Foods,4.5,36,279.0,365.0,23.6,23.56164383561644
"Carbamide Forte 100% Pure Extra Virgin Cold Pressed Coconut Oil for Skin, Hair Growth & Cooking – 200ml",All Grocery & Gourmet Foods,4.3,288,199.0,250.0,20.4,20.4
Cadbury Oreo Vanilla Flavour Cookie Sandwich Cream Biscuit (113.75g / 120g grammage May Vary),All Grocery & Gourmet Foods,4.4,560,33.0,35.0,5.7,5.714285714285714
"Add me Punjabi Mix Pickle 500gm Mango Chilli Lemon Carrot ker Ginger karonda lasoda Fruit Mix Achar Pickles Glass Pack, 50...",All Grocery & Gourmet Foods,4.1,292,239.0,400.0,40.2,40.25
EAT BETTER CO - Better Laddoos - Peanut & Chocolate - Delicious Sugar-Free Laddoos | Energy-Bar Replacement | Dry-Fruit La...,All Grocery & Gourmet Foods,4.5,36,279.0,365.0,23.6,23.56164383561644
"Carbamide Forte 100% Pure Extra Virgin Cold Pressed Coconut Oil for Skin, Hair Growth & Cooking – 200ml",All Grocery & Gourmet Foods,4.3,288,199.0,250.0,20.4,20.4
Cadbury Oreo Vanilla Flavour Cookie Sandwich Cream Biscuit (113.75g / 120g grammage May Vary),All Grocery & Gourmet Foods,4.4,560,33.0,35.0,5.7,5.714285714285714
"Add me Punjabi Mix Pickle 500gm Mango Chilli Lemon Carrot ker Ginger karonda lasoda Fruit Mix Achar Pickles Glass Pack, 50...",All Grocery & Gourmet Foods,4.1,292,239.0,400.0,40.2,40.25
GO DESi Popz Kaccha Aam | 100 Pieces | Aam Candy | Fruit Snacks | Sour Candies | Lollipop | Raw Mango Candy,All Grocery & Gourmet Foods,4.3,154,495.0,500.0,1.0,1.0
"TOTS AND MOMS Introductory Foods Trial Combo| Healthy Porridge, Cereals and Moongdal Mix | 4 Packs",All Grocery & Gourmet Foods,4.0,73,290.0,348.0,16.7,16.666666666666664
"Vedaka Premium Inshell Walnuts, 500g (Pack of 2)",All Grocery & Gourmet Foods,3.8,523,819.0,1600.0,48.8,48.8125
"Mr. Makhana Roasted Makhana & Foxnuts : Pudina Party, Cream & Onion, Butter Tomato (Pack of 3x75 gm) | Gluten Free | MSG F...",All Grocery & Gourmet Foods,4.2,276,342.0,360.0,5.0,5.0
"WAGH BAKRI INSTANT TEA PREMIX ELAICHI,GINGER & MASALA COMBO PACK",All Grocery & Gourmet Foods,4.1,575,449.0,480.0,6.5,6.458333333333334
"Veganic Rice Kachari - 400GM | Salted Rice Wafer Fryum | Rice Finger Papad | Sun Dried Rice Kurdai | Chaval Charauri, Tilo...",All Grocery & Gourmet Foods,3.3,87,199.0,299.0,33.4,33.44481605351171
"Raw Himalayas 100% Whole Wheat Bread Flour (1 Kg), Unbleached | Ideal for Brown/Malted Breads, Sourdoughs, Pizza Base, Gra...",All Grocery & Gourmet Foods,4.8,47,389.0,499.0,22.0,22.044088176352705
"MuscleTech Whey Protein Powder Chocolate Flavour, 1.81 kg With Whey Isolates & Peptides Performance Series Nitro Tech",All Grocery & Gourmet Foods,3.9,5571,5899.0,7499.0,21.3,21.336178157087613
"Saapattu Raman 500 Grams Natural & Pure Organic Honey (No Preservatives, No Art Color, No Flavor)",All Grocery & Gourmet Foods,4.1,119,369.0,499.0,26.1,26.052104208416832
"TAGZ Popped Potato Chips | Not Fried, Not Baked - Pack of 6 Assorted Canz + 2 Dips harissa and Ranch",All Grocery & Gourmet Foods,4.0,3,699.0,1144.0,38.9,38.8986013986014
Kapiva Wild Amla Juice (3L) | Suitable for healthy Hair & Skin | Detox juice for weight loss | Natural Source of Vitamin C...,All Grocery & Gourmet Foods,4.3,46,564.0,897.0,37.1,37.12374581939799
SHUDH ONLINE MASOOR DALPOWDER - RED LENTILS-SEED POWDER- SKIN CARE (100 GRAMS),All Grocery & Gourmet Foods,4.3,107,189.0,248.0,23.8,23.790322580645164
"Ossoro Butterscotch Flavour, 30 ml/ Glass Bottle",All Grocery & Gourmet Foods,4.3,660,184.0,200.0,8.0,8.0
karkkuvel ayyanar Vamshi Krishna Premium ponni Boiled Rice (10 kg),All Grocery & Gourmet Foods,4.2,342,1095.0,1500.0,27.0,27.0
more 2 nuts Chocolate Coated Almonds Milk Chocolate Covered Nuts 250g Jar Packing (Milk),All Grocery & Gourmet Foods,3.5,143,340.0,399.0,14.8,14.786967418546364
"Tea Culture of The World Kashmiri Kahwa Green Tea | Promotes Stress Relief | Improves Immunity | Cleanse, Detox, Slim, Ski...",All Grocery & Gourmet Foods,4.3,113,292.0,349.0,16.3,16.332378223495702
ASLI Black Poppy Seeds Basil Posta Dhana Khus Khus 100 Grams,All Grocery & Gourmet Foods,3.0,40,235.0,510.0,53.9,53.92156862745098
Galaxy Fusions Silky Smooth Dark Chocolate Pack | Made with 70% Cocoa | Luxuriously Smooth & Deliciously Intense Chocolate...,All Grocery & Gourmet Foods,4.9,226,576.0,640.0,10.0,10.0
"Dlecta 100% Mozzarella Cheese Block, 200 g",All Grocery & Gourmet Foods,4.6,3,123.4,165.0,25.2,25.212121212121207
"RiteBite Max Protein Muesli Munchies Choco Crunchy (Pack of 1), 240g (10g Protein, 5g Fiber, 21% Fruits, Nuts & Seeds, 7 G...",All Grocery & Gourmet Foods,4.4,415,242.0,249.0,2.8,2.8112449799196786
"Patanjali Pushtahar Dalia, 500g",All Grocery & Gourmet Foods,3.8,98,43.0,45.0,4.4,4.444444444444445
"Siridhanya Unpolised and organic millets Flour Combo Pack of 5, [Kodo, Foxtail, Browntop Barnyard, and Little Millet]750gm...",All Grocery & Gourmet Foods,4.1,49,999.0,1499.0,33.4,33.3555703802535
"Pansari Til Oil Gingelly/Sesame Oil/Til Oil (Virgin, Chekku/Ghani) (1 LTR)",All Grocery & Gourmet Foods,3.7,9,195.0,254.0,23.2,23.228346456692915
"MOM - MEAL OF THE MOMENT, Ready to eat (Veg Biryani with Shahi Gravy - Pack of 3)",All Grocery & Gourmet Foods,3.7,194,292.0,297.0,1.7,1.6835016835016834
"Nutella Chocolate Hazelnut Spread, 350 g",All Grocery & Gourmet Foods,4.2,162,399.0,450.0,11.3,11.333333333333332
"Dried Treats Premium Seeds (Musk Melon Seeds (kharbooj), 200g)",All Grocery & Gourmet Foods,4.1,196,140.0,400.0,65.0,65.0
Pure Tree Organic Fennel Seeds 250 gm | Sabut Saunf | Variyali | Whole Indian Spices | Cooking & Great mouth freshener,All Grocery & Gourmet Foods,4.1,18,226.1,275.0,17.8,17.781818181818185
"THE BEST INDIA COMPANY | TBIC The Murmu Eastern Himalayan Forest Honey, Raw, Glass Jar, From wild Indian Bees, 350 Grams (...",All Grocery & Gourmet Foods,4.4,159,490.0,590.0,16.9,16.94915254237288
"Impact Products Impact Sugar free Mints- Strong Mint, 14g",All Grocery & Gourmet Foods,4.3,490,118.0,120.0,1.7,1.6666666666666667
"Double Pagoda Chinkiang Vinegar, 550ml",All Grocery & Gourmet Foods,4.3,69,349.0,350.0,0.3,0.2857142857142857
"Baidyanath Jhansi Wheat Grass Juice 1000ml Tulsi and Giloy (Praben Free, Safe Diabetic and No Added Sugar)",All Grocery & Gourmet Foods,4.2,77,408.5,420.0,2.7,2.738095238095238
"Horlicks Health & Nutrition Drink Chocolate Pouch, 500 g",All Grocery & Gourmet Foods,4.3,197,183.0,199.0,8.0,8.040201005025125
"KOO Retails Dry Bombay Duck Fish Bombil, 250g Human Consumption Dry Fish, Sun Dried",All Grocery & Gourmet Foods,3.5,149,239.0,499.0,52.1,52.104208416833664
Chetran’s Herbal Tofu 200G | Masala Flavor | Fresh Paneer Alternative | High Protein,All Grocery & Gourmet Foods,5.0,1,49.5,55.0,10.0,10.0
Kalanamak Rice | Organic Buddha Rice | Originally from Sidhart nagar | Pack Of 1 Kg,All Grocery & Gourmet Foods,3.9,10,199.0,349.0,43.0,42.97994269340974
"Rasna Fruit Fun MSP (32Gl+32GL+ 32GL) monocarton, Alphonso Mango Pack of 2",All Grocery & Gourmet Foods,4.0,314,94.0,96.0,2.1,2.083333333333333
"Voila Dae Chun GIM Sushi Nori Sheet, Roasted, Resealable, Gold Grade 50 Full Sheets (Seaweed Sheets) 125 g.",All Grocery & Gourmet Foods,5.0,2,694.0,1349.0,48.6,48.55448480355819
Gavyratan Pathmeda A2 Desi Cow Bilona Ghee (1L),All Grocery & Gourmet Foods,4.1,166,939.0,1600.0,41.3,41.3125
"Dry Fruit Hub Kimia Dates 500gms, Fresh Kimia Dates, Khajur, Mazafati Khejur, Soft Juicy Khajoor For Healthy Snacks (Pack ...",All Grocery & Gourmet Foods,4.1,1549,279.0,350.0,20.3,20.285714285714285
Ceres Foods Bengali Mustard Fish Instant Liquid Masala |Shipped Fresh |Fish cooking paste|Curry Paste| Curry Mix | Ceres F...,All Grocery & Gourmet Foods,3.9,55,170.0,220.0,22.7,22.727272727272727
"Unived KSM-66 Ashwagandha | 600mg Vegan Full Spectrum Root Extract Standardized to 5% Withanolides | for Stress, Anxiety, ...",All Grocery & Gourmet Foods,4.0,42,900.0,1000.0,10.0,10.0
"Bingo! Tedhe Medhe Masala Tadka, 50g, Spindle Shaped Crunchy Snack with Indian Masala Flavour Perfect for Snacking",All Grocery & Gourmet Foods,4.5,289,9.0,10.0,10.0,10.0
"Nutriplato Unblanched Almond Flour Vegan | Crushed Badam [Keto-Friendly, Naturally Protein-Rich, Unblanched (with Skin) Al...",All Grocery & Gourmet Foods,4.2,179,260.0,399.0,34.8,34.83709273182957
Birju Mahavir Khubkala Seeds 100 GR - Khoobkala - Sisymbrium Irio - Hedge Mustard Seeds,All Grocery & Gourmet Foods,4.2,129,169.0,280.0,39.6,39.64285714285714
Shree Murli Jumbo Handpicked Lotus Seeds /Fox Nuts Big Size Phool Makhana(Pop / Gorgon Nut Puffed Kernels ) (250 Grams),All Grocery & Gourmet Foods,4.3,1389,299.0,480.0,37.7,37.708333333333336
"Wheafree Gluten Free Milk Rusk - Non-Veg (Pack of 2 x 300g Each) | Tasty, Crunchy and Crispy | Best Tea Time Snacks | No M...",All Grocery & Gourmet Foods,3.7,114,390.0,400.0,2.5,2.5
Nutri Desire Seasoning Combo | Pizza Oregano100GM |Pizza Chilli Flakes 100GM | Pack of 2*100gm,All Grocery & Gourmet Foods,3.7,302,180.0,299.0,39.8,39.79933110367893
"Nescafé Original Black Roast Coffee Powder, 200 g Jar",All Grocery & Gourmet Foods,4.5,204,1019.99,1500.0,32.0,32.00066666666667
Typhoo Cleansing Organic Root Remedy Tea Bag (20 Tea Bags),All Grocery & Gourmet Foods,4.3,540,178.0,210.0,15.2,15.238095238095239
Haldiram's Nagpur Salted Kaju (Pack of 12-35 gm Each),All Grocery & Gourmet Foods,4.2,744,539.0,598.0,9.9,9.866220735785953
ORION Ultimate Chocochip Cookies - 8x6 Cookie Packs (48 Cookies)|Premium Gourmet cookies,All Grocery & Gourmet Foods,4.0,219,400.0,480.0,16.7,16.666666666666664
"Devaaya Daawat Devaaya Rice, 1 Kg",All Grocery & Gourmet Foods,4.1,146,120.0,125.0,4.0,4.0
"Kaameri Bazaar Happy Birthday to You Gift for Mother | Birthday Gift | Gift for Brother | Combo Pack (12"" x 12"" Cushion Co...",All Grocery & Gourmet Foods,4.2,427,399.0,699.0,42.9,42.91845493562232
"Soyfit SOYA Paneer Garlic/Pepper, 200 g",All Grocery & Gourmet Foods,3.8,67,63.75,85.0,25.0,25.0
"Foster Clarks Creme Caramel Mix and Topping, 71 g",All Grocery & Gourmet Foods,4.2,45,115.0,120.0,4.2,4.166666666666666
Bayer Berocca Performance - 15 Count Effervescent Tablets Orange Flavour,All Grocery & Gourmet Foods,4.2,30,795.0,1280.0,37.9,37.890625
Millet Amma Organic Jowar Poha Flakes 1 Kg (2 Packs of 500gm) | Gluten Free | Best Choice for Making Poha and Health Snack...,All Grocery & Gourmet Foods,2.5,2,180.0,250.0,28.0,28.000000000000004
Namo Organics - Rolled Oats 1 Kg - Gluten Free Oats | 100% Whole Grain | Breakfast Cereal | Diet Food,All Grocery & Gourmet Foods,4.0,42,298.0,499.0,40.3,40.28056112224449
"Navvayd Lopchu Golden Orange Pekoe Darjeeling Tea (100 Gm, 50 Cups) I With Real Musk Flavor & Smoky Taste | Loose Leaf - E...",All Grocery & Gourmet Foods,4.0,289,389.0,600.0,35.2,35.16666666666667
"Cadbury Dairy Milk Silk Bubbly Chocolate Bar, Pack of 6 x 50g",All Grocery & Gourmet Foods,4.3,559,465.0,480.0,3.1,3.125
"Orbit Mixed Fruit Chewing Gum Tube, 22 g",All Grocery & Gourmet Foods,4.4,85,49.0,50.0,2.0,2.0
"Pro360 Nephro LP Non-Dialysis Care Nutritional Supplement Powder - Low Protein, High Fat Formula Enriched with L-Taurine, ...",All Grocery & Gourmet Foods,4.2,111,693.0,925.0,25.1,25.08108108108108
